arm_passive_Acc_X_mean,arm_passive_Acc_X_std_dev,arm_passive_Acc_X_min_5th,arm_passive_Acc_X_max_95th,arm_passive_Acc_X_range,arm_passive_Acc_X_mad,arm_passive_Acc_X_iqr,arm_passive_Acc_X_upper_quartile,arm_passive_Acc_X_zcr,arm_passive_Acc_X_kurtosis,arm_passive_Acc_Y_mean,arm_passive_Acc_Y_std_dev,arm_passive_Acc_Y_min_5th,arm_passive_Acc_Y_max_95th,arm_passive_Acc_Y_range,arm_passive_Acc_Y_mad,arm_passive_Acc_Y_iqr,arm_passive_Acc_Y_upper_quartile,arm_passive_Acc_Y_zcr,arm_passive_Acc_Y_kurtosis,arm_passive_Acc_Z_mean,arm_passive_Acc_Z_std_dev,arm_passive_Acc_Z_min_5th,arm_passive_Acc_Z_max_95th,arm_passive_Acc_Z_range,arm_passive_Acc_Z_mad,arm_passive_Acc_Z_iqr,arm_passive_Acc_Z_upper_quartile,arm_passive_Acc_Z_zcr,arm_passive_Acc_Z_kurtosis,arm_passive_Gyr_X_mean,arm_passive_Gyr_X_std_dev,arm_passive_Gyr_X_min_5th,arm_passive_Gyr_X_max_95th,arm_passive_Gyr_X_range,arm_passive_Gyr_X_mad,arm_passive_Gyr_X_iqr,arm_passive_Gyr_X_upper_quartile,arm_passive_Gyr_X_zcr,arm_passive_Gyr_X_kurtosis,arm_passive_Gyr_Y_mean,arm_passive_Gyr_Y_std_dev,arm_passive_Gyr_Y_min_5th,arm_passive_Gyr_Y_max_95th,arm_passive_Gyr_Y_range,arm_passive_Gyr_Y_mad,arm_passive_Gyr_Y_iqr,arm_passive_Gyr_Y_upper_quartile,arm_passive_Gyr_Y_zcr,arm_passive_Gyr_Y_kurtosis,arm_passive_Gyr_Z_mean,arm_passive_Gyr_Z_std_dev,arm_passive_Gyr_Z_min_5th,arm_passive_Gyr_Z_max_95th,arm_passive_Gyr_Z_range,arm_passive_Gyr_Z_mad,arm_passive_Gyr_Z_iqr,arm_passive_Gyr_Z_upper_quartile,arm_passive_Gyr_Z_zcr,arm_passive_Gyr_Z_kurtosis,arm_passive_acc_max_freq,arm_passive_acc_0-5Hz,arm_passive_acc_5-10Hz,arm_passive_acc_10-15Hz,arm_passive_acc_15-20Hz,arm_passive_acc_20-25Hz,arm_passive_acc_spectral_centroid,arm_passive_gyr_max_freq,arm_passive_gyr_0-5Hz,arm_passive_gyr_5-10Hz,arm_passive_gyr_10-15Hz,arm_passive_gyr_15-20Hz,arm_passive_gyr_20-25Hz,arm_passive_gyr_spectral_centroid
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
