wrist_passive_Acc_X_mean,wrist_passive_Acc_X_std_dev,wrist_passive_Acc_X_min_5th,wrist_passive_Acc_X_max_95th,wrist_passive_Acc_X_range,wrist_passive_Acc_X_mad,wrist_passive_Acc_X_iqr,wrist_passive_Acc_X_upper_quartile,wrist_passive_Acc_X_zcr,wrist_passive_Acc_X_kurtosis,wrist_passive_Acc_Y_mean,wrist_passive_Acc_Y_std_dev,wrist_passive_Acc_Y_min_5th,wrist_passive_Acc_Y_max_95th,wrist_passive_Acc_Y_range,wrist_passive_Acc_Y_mad,wrist_passive_Acc_Y_iqr,wrist_passive_Acc_Y_upper_quartile,wrist_passive_Acc_Y_zcr,wrist_passive_Acc_Y_kurtosis,wrist_passive_Acc_Z_mean,wrist_passive_Acc_Z_std_dev,wrist_passive_Acc_Z_min_5th,wrist_passive_Acc_Z_max_95th,wrist_passive_Acc_Z_range,wrist_passive_Acc_Z_mad,wrist_passive_Acc_Z_iqr,wrist_passive_Acc_Z_upper_quartile,wrist_passive_Acc_Z_zcr,wrist_passive_Acc_Z_kurtosis,wrist_passive_Gyr_X_mean,wrist_passive_Gyr_X_std_dev,wrist_passive_Gyr_X_min_5th,wrist_passive_Gyr_X_max_95th,wrist_passive_Gyr_X_range,wrist_passive_Gyr_X_mad,wrist_passive_Gyr_X_iqr,wrist_passive_Gyr_X_upper_quartile,wrist_passive_Gyr_X_zcr,wrist_passive_Gyr_X_kurtosis,wrist_passive_Gyr_Y_mean,wrist_passive_Gyr_Y_std_dev,wrist_passive_Gyr_Y_min_5th,wrist_passive_Gyr_Y_max_95th,wrist_passive_Gyr_Y_range,wrist_passive_Gyr_Y_mad,wrist_passive_Gyr_Y_iqr,wrist_passive_Gyr_Y_upper_quartile,wrist_passive_Gyr_Y_zcr,wrist_passive_Gyr_Y_kurtosis,wrist_passive_Gyr_Z_mean,wrist_passive_Gyr_Z_std_dev,wrist_passive_Gyr_Z_min_5th,wrist_passive_Gyr_Z_max_95th,wrist_passive_Gyr_Z_range,wrist_passive_Gyr_Z_mad,wrist_passive_Gyr_Z_iqr,wrist_passive_Gyr_Z_upper_quartile,wrist_passive_Gyr_Z_zcr,wrist_passive_Gyr_Z_kurtosis,wrist_passive_acc_max_freq,wrist_passive_acc_0-5Hz,wrist_passive_acc_5-10Hz,wrist_passive_acc_10-15Hz,wrist_passive_acc_15-20Hz,wrist_passive_acc_20-25Hz,wrist_passive_acc_spectral_centroid,wrist_passive_gyr_max_freq,wrist_passive_gyr_0-5Hz,wrist_passive_gyr_5-10Hz,wrist_passive_gyr_10-15Hz,wrist_passive_gyr_15-20Hz,wrist_passive_gyr_20-25Hz,wrist_passive_gyr_spectral_centroid
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
